2020/06/19,12976
2020/06/20,11806
2020/06/21,8940
2020/06/22,13785
2020/06/23,15765
2020/06/24,15764
2020/06/25,15233
2020/06/26,13314
2020/06/27,11013
2020/06/28,9347
2020/06/29,14343
2020/06/30,16036
2020/07/01,14766
2020/07/02,15302
2020/07/03,14735
2020/07/04,11166
2020/07/05,8558
2020/07/06,13804
2020/07/07,16093
2020/07/08,16119
2020/07/09,15575
2020/07/10,13210
2020/07/11,9306
2020/07/12,7257
2020/07/13,9504
2020/07/14,7538
2020/07/15,13341
2020/07/16,13984
2020/07/17,13388
2020/07/18,11323
2020/07/19,8840
2020/07/20,12819
2020/07/21,14687
2020/07/22,14764
2020/07/23,14470
2020/07/24,12689
2020/07/25,9891
2020/07/26,7858
2020/07/27,11709
2020/07/28,13226
2020/07/29,13195
2020/07/30,12862
2020/07/31,9497
2020/08/01,8548
2020/08/02,7291
2020/08/03,8759
2020/08/04,10317
2020/08/05,10273
2020/08/06,9576
2020/08/07,7973
2020/08/08,6294
2020/08/09,4903
2020/08/10,6796
2020/08/11,6578
2020/08/12,6898
2020/08/13,7005
2020/08/14,6545
2020/08/15,6043
2020/08/16,4472
2020/08/17,7075
2020/08/18,9078
2020/08/19,7905
2020/08/20,9205
2020/08/21,8460
2020/08/22,7741
2020/08/23,6632
2020/08/24,10256
2020/08/25,10437
2020/08/26,12482
2020/08/27,12219
2020/08/28,10542
2020/08/29,7945
2020/08/30,6693
2020/08/31,12976
2020/09/01,15122
2020/09/02,16401
2020/09/03,16858
2020/09/04,15986
2020/09/05,12503
2020/09/06,9654
2020/09/07,15621
2020/09/08,17243
2020/09/09,17371
2020/09/10,17680
2020/09/11,16222
2020/09/12,13802
2020/09/13,11177
2020/09/14,15717
2020/09/15,17357
2020/09/16,17599
2020/09/17,18025
2020/09/18,16587
2020/09/19,12837
2020/09/20,10969
2020/09/21,15885
2020/09/22,17737
2020/09/23,14607
2020/09/24,13379
2020/09/25,11070
2020/09/26,11134
2020/09/27,5439
2020/09/28,10132
2020/09/29,12848
2020/09/30,14452
2020/10/01,12936
2020/10/02,8526
2020/10/03,10858
2020/10/04,7518
2020/10/05,9153
2020/10/06,12253
2020/10/07,13661
2020/10/08,14014
2020/10/09,11614
2020/10/10,11643
2020/10/11,8341
2020/10/12,12804
2020/10/13,11357
2020/10/14,13187
2020/10/15,13989
2020/10/16,13762
2020/10/17,9959
2020/10/18,9189
2020/10/19,11439
2020/10/20,9227
2020/10/21,11635
2020/10/22,12041
2020/10/23,11458
2020/10/24,8943
2020/10/25,5002
2020/10/26,10548
2020/10/27,8920
2020/10/28,11247
2020/10/29,13495
2020/10/30,5370
2020/10/31,3104
2020/11/01,2258
2020/11/02,6191
2020/11/03,6846
2020/11/04,6944
2020/11/05,7095
2020/11/06,7035
2020/11/07,3856
2020/11/08,2727
2020/11/09,7403
2020/11/10,7000
2020/11/11,3699
2020/11/12,7667
2020/11/13,6989
2020/11/14,4471
2020/11/15,2278
2020/11/16,7237
2020/11/17,8180
2020/11/18,7946
2020/11/19,7582
2020/11/20,7460
2020/11/21,5419
2020/11/22,3328
2020/11/23,6647
2020/11/24,7939
2020/11/25,7765
2020/11/26,8154
2020/11/27,7716
2020/11/28,9492
2020/11/29,5089
2020/11/30,8081
2020/12/01,8700
2020/12/02,8837
2020/12/03,6714
2020/12/04,8046
2020/12/05,7103
2020/12/06,5609
2020/12/07,8014
2020/12/08,9205
2020/12/09,8969
2020/12/10,9200
2020/12/11,6668
2020/12/12,6021
2020/12/13,5470
2020/12/14,8076
2020/12/15,9069
2020/12/16,9664
2020/12/17,10203
2020/12/18,9254
2020/12/19,6440
2020/12/20,5834
2020/12/21,4775
2020/12/22,6747
2020/12/23,5201
2020/12/24,3227
2020/12/25,1773
2020/12/26,3175
2020/12/27,1029
2020/12/28,2786
2020/12/29,3726
2020/12/30,4673
